Year,Smstr,#,Company Name,Primary Location,"Rent/Domain Amount 
for Primary Location",Description,Revenue,COGS,Gross Profit,Gross Margin,Operating Expenses,Operating Income,Net Income,Ending Cash Balance,Net Income Margin
2022,Fall,D,The Cookie Jar,Outside,$25 ,Pre-made cookie mixes,"$6,051 ","$2,820 ","$3,230 ",53%,"$2,427 ",$803 ,$480 ,$523 ,8%
2022,Fall,E,Banded Together,I-Center,$25 ,Spoon Rings/necklaces/jewelery,"$8,326 ","$1,188 ","$7,138 ",86%,"$4,068 ","$3,069 ","$2,174 ","$2,997 ",26%
2022,Fall,F,FryNight,MC,$100 ,Loaded Fries,"$8,011 ","$3,037 ","$4,974 ",62%,"$4,385 ",$589 ,$299 ,$253 ,4%
2022,Fall,G,Twisted Pretzels,I-Center,$35 ,Soft Pretzels,"$5,796 ","$1,479 ","$4,317 ",74%,"$3,714 ",$602 ,$270 ,$1 ,5%
2022,Fall,H,Scrubalicious,I-Center,$35 ,Homemade body and lip scrubs,"$9,031 ","$2,378 ","$6,653 ",74%,"$4,337 ","$2,276 ","$1,513 ","$2,026 ",17%
2023,Winter,A,Golden Links,I-Center,$35 ,Permanenant jewlery,"$18,754 ","$2,019 ","$13,508 ",72%,"$6,330 ","$8,260 ","$5,127 ","$6,021 ",27%
2023,Winter,B,Unboxed,Benson,$35 ,Brownies,"$10,221 ","$3,859 ","$6,362 ",62%,"$3,877 ","$2,485 ","$1,345 ","$1,922 ",13%
2023,Winter,C,Rogers,Hart,$35 ,Shave cream for sensitive skin,"$6,528 ","$2,507 ","$4,021 ",62%,"$2,913 ","$1,108 ",$523 ,$627 ,8%
2023,Winter,D,Swift Blend,Smith,$150 ,Hot Chocolate (gourmet),"$8,146 ","$2,340 ","$5,805 ",71%,"$6,505 ",($700),($758),$73 ,-9%
2023,Winter,E,After Hours,MC,$150 ,Wings and Mocktails,"$14,384 ","$6,699 ","$7,685 ",53%,"$6,654 ","$1,031 ",$555 ,$714 ,4%
2023,Winter,F,CereALLS,Benson,$35 ,Cereal balls,"$6,669 ","$2,007 ","$4,662 ",70%,"$2,614 ","$2,048 ","$1,338 ","$2,177 ",20%
2023,Winter,G,MemoRays,STC,$35 ,Laser engraving,"$4,319 ",$500 ,"$3,819 ",88%,"$3,727 ",$93 ,($44),$51 ,-1%
2023,Winter,H,Wickalicous,Rotated,$35 ,Food scented candles,"$11,056 ","$5,020 ","$6,036 ",55%,"$3,405 ","$2,630 ","$1,579 ","$2,256 ",14%
2023,Spring,A,1793 & Co,Ampatheater,$25 ,Coin Rings,"$8,111 ",$276 ,"$7,835 ",97%,"$4,513 ","$3,323 ","$2,208 ","$3,155 ",27%
2023,Spring,B,Walk'in Tacos,Night MC,$150 ,Tacos in chip bags,"$8,944 ","$3,205 ","$5,739 ",64%,"$5,609 ",$129 ,($187), $-   ,-2%
2023,Spring,C,The Chap Shack,Ampatheater,$25 ,"chapstick, lip oils","$4,023 ",$893 ,"$3,130 ",78%,"$2,442 ",$688 ,($2), $-   ,0%
2023,Spring,D,Dashing Dough,Benson,$35 ,Donuts and frozen drinks,"$5,372 ","$2,384 ","$2,988 ",56%,"$3,146 ",($158),($328), $-   ,-6%
2023,Spring,E,Bussin' Butter,Ampatheater,$25 ,skin lotions with shea butter,"$4,972 ","$1,815 ","$3,157 ",63%,"$3,060 ",$97 ,($35), $-   ,-1%
2023,Spring,F,New Life,Ampatheater,$25 ,bleached shirts and terariums,"$3,675 ",$754 ,"$2,921 ",79%,"$2,830 ",$91 ,$63 ,$91 ,2%
2023,Spring,G,Brims,Ampatheater,$25 ,Hats and pathces,"$14,720 ","$7,410 ","$7,310 ",50%,"$2,503 ","$4,808 ","$3,259 ","$4,655 ",22%
2023,Spring,H,Dippers,Smith,$150 ,Sandwich sticks,"$6,535 ","$2,453 ","$4,082 ",62%,"$4,620 ",($538),($329), $-   ,-5%
2023,Spring,I,Easy Peasy,Ricks/Hinkley/Outside,$25 ,Lemonade and Cookies,"$4,463 ","$1,337 ","$3,126 ",70%,"$2,632 ",$494 ,$190 ,$272 ,4%
2023,Fall,A,CheFigo,I-Center,$35 ,Itlian Charm Braclets,"$17,527 ","$3,279 ","$14,248 ",81%,"$4,313 ","$9,935 ","$6,540 ","$8,943 ",37%
2023,Fall,B,Homeslice,Hart,$35 ,Homemade fun bread,"$8,851 ","$2,284 ","$6,567 ",74%,"$3,397 ","$3,169 ","$2,042 ","$3,006 ",23%
2023,Fall,C,Tia Tortilla,Night MC,$150 ,Authentic Tacos,"$18,173 ","$6,525 ","$11,648 ",64%,"$5,264 ","$6,384 ","$4,119 ","$6,383 ",23%
2023,Fall,D,Your Signature Jewlery,STC,$35 ,Custom Engraved Necklaces and other items,"$9,622 ","$2,709 ","$6,913 ",72%,"$5,336 ","$1,577 ",$220 ,$500 ,2%
2023,Fall,E,Off-Shore,Hart,$35 ,Seaglass jewlery and hoodies,"$11,223 ","$3,469 ","$7,754 ",69%,"$3,795 ","$3,959 ","$2,699 ","$3,947 ",24%
2023,Fall,F,On-A-Stick,Benson,$35 ,Deserts on a stick,"$8,808 ","$3,451 ","$5,357 ",61%,"$3,446 ","$1,911 ","$1,114 ","$1,797 ",13%
2023,Fall,G,Mac Dad,Smith,$150 ,Mac and Cheese,"$16,491 ","$5,397 ","$10,848 ",66%,"$6,060 ","$4,789 ","$2,162 ","$3,000 ",13%
2023,Fall,H,Frozone,STC,$35 ,Frozen yogurt and and shakes,"$6,220 ","$1,491 ","$4,276 ",69%,"$1,300 ","($1,283)","($1,069)",$23 ,-17%
2023,Fall,I,Sunday Blues,I-Center,$35 ,Solar printed apparel,"$4,544 ","$1,799 ","$2,673 ",59%,"$2,936 ",($263),($542), $-   ,-12%
